Year,Kilometers_Driven,Fuel_Type,Transmission,Owner_Type,Mileage,Engine,Power,Seats,Price
2011,51928,1,0,1,15.6,1196,70,5,3.46
2018,3000,1,1,1,19,1199,88.7,5,8.25
2006,67196,1,0,1,17.3,993,60,5,1.25
2012,100000,2,0,3,11.5,2982,171,7,16
2015,65218,2,0,1,26.21,1248,88.5,5,7.4
2016,53886,1,0,1,25.17,799,53.3,5,3.07
2011,50058,1,1,1,19.2,1197,80,5,3.84
2016,64000,1,1,1,23.1,998,67.04,5,4.2
2018,41641,2,0,1,21.38,1396,88.7,5,10.82
2016,44345,2,0,1,27.3,1498,98.6,5,6.1
2011,45501,1,0,1,17,1497,118,5,3.1
2001,104000,1,0,3,13.7,1468,85.8,5,1
2012,50297,1,0,1,16.95,1498,97.6,5,4.69
2011,87000,1,1,1,11.7,2354,177.6,5,5.4
2016,120000,2,0,1,15.1,2179,140,7,12
2018,17000,1,0,1,18.6,1197,81.83,5,6.5
2014,100000,2,0,1,23.08,1461,63.1,5,3
2015,50979,1,1,1,19.12,1373,91.1,5,6.9
2011,41000,2,0,1,20.54,1598,103.6,5,4
2011,24000,1,0,1,17,1197,80,5,4.25
2008,44738,1,0,1,14.53,1798,138.1,5,5.1
2014,37298,2,0,1,25.1,1498,98.6,5,4.9
2014,42000,1,0,2,20.4,1197,81.8,5,3.6
2016,45000,2,1,1,14.21,2143,203,5,34
2015,102000,2,0,1,12.99,2494,100.6,7,8.25
2011,70000,1,0,1,16.1,1298,88.2,5,1.3
2018,27467,2,1,1,19.27,2143,167.62,5,39.05
2015,15305,1,0,1,18.9,1197,82,5,3.75
2010,70000,1,0,1,18.9,998,67.1,5,2.1
2016,36778,2,0,1,22.77,1498,98.59,5,8.8
2015,25845,1,0,1,16.47,1198,74,5,5.84
2018,33858,1,1,1,17.01,1591,121.3,5,9.03
2017,12000,1,1,2,24.04,999,67,5,3.25
2013,33709,1,1,1,16.5,1198,86.8,5,4.9
2018,32709,1,0,1,18.16,1196,86.8,5,6.46
2014,72000,2,0,2,11.5,2982,171,7,18.5
2013,31000,2,0,1,25,1396,69.01,5,2.7
2016,70000,2,0,1,25.83,1498,99,5,4.6
2014,61000,2,0,1,23.4,1248,74,5,5.35
2011,72000,2,0,1,23.08,1461,63.1,5,2.3
2016,49000,2,1,1,19.3,1968,141,5,15.45
2014,42939,2,1,1,16.96,1968,138.03,5,12.49
2016,32545,2,1,1,12.07,2967,241.4,7,48.76
2011,54000,1,0,1,17,1197,80,5,3.2
2012,76000,2,1,1,16.07,1995,181,4,8.75
2015,27000,2,0,1,21.19,1396,88.73,5,5.99
2005,120000,2,0,2,12.7,2609,116.6,8,2.9
2012,125000,1,1,1,10.5,3197,250,5,18
2011,37000,2,0,1,20,1399,68.05,5,1.8
2012,42000,1,0,1,9.8,2354,180,5,6.25
2013,60000,2,0,1,21.9,1396,88.76,5,5.45
2018,3000,2,1,1,16.36,2179,187.7,5,52.5
2013,44000,1,1,1,17.1,1591,121.4,5,5.6
2014,37000,1,0,1,17.4,1497,117.3,5,6.45
2012,50000,1,0,1,18.5,1197,82.85,5,3.7
2013,58581,1,0,1,19.4,1198,86.8,5,3.49
2013,25500,2,0,1,21.9,1396,88.76,5,3.55
2017,25000,1,0,1,10.4,2393,163.5,5,9
2011,53766,1,0,1,19,998,66.1,5,2.7
2006,68000,1,0,1,19.7,796,46.3,5,1.5
2017,40000,2,0,1,16,2179,140,7,15.9
2013,73212,2,0,1,22.9,1248,74,5,5.2
2014,69000,2,1,1,17.05,1995,184,5,16.25
2007,61932,2,1,2,14.3,1968,140,5,3.31
2012,52000,2,1,1,16.09,1995,184,5,24
2011,150000,1,0,1,18.5,1197,85.8,5,2.5
2013,70933,2,0,2,21.9,1396,88.76,5,3.9
2013,115195,2,0,1,25.2,1248,74,5,3.85
2011,62148,1,0,1,11.7,1796,178,5,8.8
2009,32000,1,0,2,14.28,1798,138.03,5,4.95
2014,58000,2,0,1,22.32,1582,126.32,5,5.75
2014,68598,2,0,1,19.01,1461,108.45,5,6.17
2010,84072,2,0,1,17.8,1248,75,5,3.45
2016,51264,1,0,1,24.07,998,67.1,5,3.2
2017,21363,1,1,1,13,1591,121.3,5,13.49
2016,40000,1,1,1,15.04,1991,183,5,24.5
2015,35000,1,1,1,10.1,2354,152,5,14.7
2014,55000,2,0,1,22.7,1498,89.84,5,6
2016,43252,2,1,1,13,2143,204,5,34.18
2014,42000,2,0,1,24,1120,70,5,3.5
2006,69000,1,0,1,16.6,1388,68,5,2.15
2018,14000,2,1,1,17.6,1582,126.2,5,11.25
2010,70000,1,0,1,19,998,66.1,5,2
2015,35314,2,0,1,23.2,1248,73.94,5,4.27
2017,38691,1,0,1,17.8,1497,117.3,5,7.68
2017,72717,2,0,1,12.99,2494,100.6,7,14.52
2011,82000,1,1,2,11.8,3498,272,7,16.85
2015,44000,2,0,1,21.14,1498,103.52,5,5.75
2017,27000,1,0,1,15.8,1499,110,5,8.3
2014,18500,1,1,1,23.1,998,67.04,5,3.95
2014,45000,1,0,1,15.04,1598,103.6,5,4.8
2011,173000,2,1,1,13.5,2400,215,5,12
2017,42000,2,0,1,23.59,1364,67.04,5,6.25
2012,90000,2,0,1,19.4,1405,70,5,2.5
2014,82329,1,1,1,18,1497,117.3,5,7.5
2010,80302,1,0,1,17,1497,118,5,3.5
2005,105000,2,0,1,18.7,1896,66,5,1.99
2009,60000,1,0,1,14.53,1798,138,5,2.25
2014,70000,1,0,1,16.78,1496,88.73,5,3.25
2016,45000,2,1,1,17.05,1995,184,5,28.5
2006,44000,1,1,1,16.4,1497,78,5,1.5
2017,25500,2,0,1,22.54,1396,88.73,5,7
2014,68000,2,1,1,13,2987,261.5,5,27.5
2015,61786,2,0,1,19.67,1582,126.2,5,10.5
2014,65000,2,1,2,15.73,1968,174.33,5,21.5
2016,77000,2,1,1,12.63,2179,147.5,5,35
2015,34000,2,1,1,21.66,1498,103.52,5,7.99
2015,59751,1,1,1,23.1,998,67.04,5,4.88
2013,23312,1,1,1,11.05,2894,444,4,40.5
2015,30000,1,0,1,20.73,1373,91.1,5,6.55
2015,60146,2,1,1,14.16,1968,174.3,5,29.64
2013,44731,2,0,2,20,1399,68,5,4.34
2014,43316,1,0,1,18.88,999,123.37,5,6.22
2009,92000,1,0,2,17,1497,118,5,2.25
2015,50000,2,1,1,16.36,2179,187.7,5,38
2008,69000,1,0,2,20.4,1197,81.8,5,2.15
2014,60280,2,1,1,22.48,1995,190,5,22.45
2017,48161,2,1,1,15,2143,107.3,5,20.87
2013,41000,1,0,1,19.4,1198,86.8,5,3.1
2016,6000,1,0,1,18.6,1197,81.83,5,5.95
2006,133000,2,0,2,16.8,1405,68,5,0.86
2010,76000,2,0,1,11.5,2982,171,7,9.25
2011,15590,1,0,1,19.81,1086,68.05,5,2.25
2016,69681,1,0,1,17,1197,80,5,6.13
2006,70362,1,0,2,15.4,1590,250,5,1.81
2014,49112,1,1,2,15.5,1198,86.7,5,3.79
2017,25000,2,1,1,13.33,2993,255,5,160
2011,74000,2,0,1,23.59,1364,250,5,3.6
2013,15200,1,1,2,16.95,1197,78.9,5,3.85
2013,86300,2,0,1,22.07,1199,73.9,5,4.5
2018,26731,1,0,1,21.1,998,100,5,8.61
2016,74000,2,0,1,21.9,1396,88.76,5,6.5
2005,83929,1,1,1,11.3,1794,125,5,2.6
2015,65000,2,0,1,12.99,2494,100.6,7,15
2017,20000,1,1,1,23.1,998,67.04,5,4.7
2015,122086,2,1,1,19.3,1968,141,5,12.99
2018,35442,1,0,1,17.3,1497,117.3,7,7.32
2015,62542,2,0,2,23.9,1582,126.2,5,6.5
2012,26671,1,0,2,17,1497,118,5,5.67
2014,83500,2,0,2,19.68,1399,67,5,3
2015,46166,2,0,2,26.21,1248,88.5,5,5.5
2015,25200,1,0,1,18.9,998,67.1,5,3.35
2015,35463,2,1,1,14.94,2967,241.4,5,25.02
2017,23249,1,1,1,19.16,2487,175.67,5,26.11
2016,40310,1,0,1,18.6,1197,81.83,5,7.09
2012,82069,3,0,1,21.4,1586,103.3,5,2.65
2018,10000,1,0,1,18.9,1197,81.86,5,6.5
2012,94000,2,0,1,22.07,1199,73.9,5,4.5
2016,45000,2,1,1,15.97,2993,258,5,57
2012,52818,1,0,1,16.47,1198,73.9,5,3.82
2013,61238,2,0,1,20.45,1461,83.8,5,5.25
2016,54253,1,1,1,14.67,1798,177.46,5,16.81
2013,71000,2,1,1,14.16,1968,174.3,5,21.5
2017,20000,2,0,1,27.39,1248,74,5,8.5
2013,75000,1,0,1,16.47,1198,73.9,5,3.25
2019,11827,2,1,1,13.5,2477,175.56,6,27.11
2015,51579,1,0,1,20.73,1373,91.1,5,5.95
2015,65178,2,0,1,19.87,1461,83.8,5,6.79
2016,25350,1,0,1,21.1,814,55.2,5,2.55
2008,92000,1,0,2,10.8,2354,152,5,3.7
2014,45000,1,0,2,17.01,1591,121.3,5,6.75
2015,46000,1,0,1,14.28,1798,138.03,5,6.95
2011,79940,1,0,1,15.5,1586,103.3,5,2.78
2016,28851,1,0,1,16.47,1198,73.9,5,6.18
2015,63000,2,1,1,14.16,1968,174.3,5,36
2012,77283,1,0,1,17,1497,118,5,5.81
2014,38958,1,0,1,22.5,998,67.04,5,3.41
2018,8900,2,1,1,13.5,2477,175.56,6,26.5
2015,38000,1,1,1,14.7,1798,177.5,5,16
2017,44887,2,0,1,19.67,1582,126.2,5,12.13
2009,85000,1,0,2,19.7,796,46.3,5,1.8
2013,100000,1,0,1,16.8,1497,116.3,5,6.25
2016,26239,1,0,1,22.7,799,53,5,2.75
2011,97000,2,0,1,17.67,1968,138.08,5,6
2013,28000,1,1,1,14.8,1595,120.7,5,11.56
2014,20364,1,1,2,17.21,1197,103.6,5,5.2
2014,64637,2,0,1,22.77,1498,98.59,5,7.52
2017,15731,1,0,1,15.29,1591,121.3,5,12.49
2019,56251,2,0,1,14.24,2755,174.5,7,35.82
2017,28000,1,0,1,20.85,1197,83.14,5,6.25
2015,20045,1,0,1,17,1197,80,5,6.22
2016,34004,1,0,1,15.4,1497,117.3,7,8.02
2014,21000,1,0,1,23.1,998,67.04,5,3.75
2009,68001,1,1,2,10.93,3498,272,5,11.75
2012,31000,1,0,1,20.36,1197,78.9,5,2.25
2013,8950,1,0,1,17.71,1197,78.9,5,3.55
2017,43477,2,1,1,15,2143,204,5,38.15
2015,20000,1,0,1,21.1,814,55.2,5,2.66
2014,47200,3,0,1,33.54,998,67.04,5,2.85
2011,60000,1,0,1,17,1497,118,5,4.95
2003,111000,1,1,1,13,2987,210,5,6.5
2016,52000,2,0,2,25,1396,69.01,5,2.4
2016,26000,1,0,1,15.29,1591,121.3,5,12.5
2013,32425,1,0,1,20.51,998,67.04,5,3
2017,54758,2,0,1,28.4,1248,73.75,5,6.67
2008,59833,1,0,4,13.8,1299,70,5,1.97
2013,30000,1,0,1,16.47,1198,73.9,5,2.8
2011,40496,1,0,1,20.36,1197,78.9,5,2.65
2014,45000,2,0,1,18.2,1248,73.74,8,4.75
2011,34000,1,1,2,10.5,1796,157.7,5,19
2012,62000,2,0,1,17.8,1248,75,5,4.5
2012,123600,2,0,1,15.1,2179,140,7,8.25
2014,80102,1,0,1,17.71,1197,78.9,5,3.5
2013,55000,2,0,1,15.1,2179,140,7,8.5
2015,48200,1,0,1,15.29,1591,121.3,5,9
2014,90000,2,0,1,26,1498,98.6,5,6.75
2014,123900,2,0,1,19.3,1248,73.9,5,5.4
2015,13008,1,0,1,20.51,998,67.04,5,3.5
2012,60500,1,0,1,21.1,814,55.2,5,2.6
2017,53841,2,1,1,11.36,2755,171.5,7,20.5
2017,47183,1,0,2,15.8,1591,121.3,5,11.31
2018,10000,1,0,1,20.51,998,67.04,5,4.5
2015,45000,2,1,1,11.3,2987,254.8,7,56
2017,3923,1,0,1,23.1,998,67.04,5,5.2
2011,85000,2,0,1,12.05,2179,120,8,5.25
2018,6279,1,0,1,22.7,799,53.64,5,3.6
2014,74500,2,0,1,21.2,1248,75,5,3.3
2013,42000,2,0,1,22.7,1582,126.24,5,5.85
2014,56510,1,0,1,19.1,1197,85.8,5,3.9
2009,88000,2,1,1,16.55,1968,140,5,7.98
2014,36631,1,1,1,16.5,1198,86.8,5,4.3
2011,34000,1,0,1,18.9,998,67.1,5,2.25
2013,49000,1,0,1,19.81,1086,68.05,5,3.2
2012,65254,2,0,1,22.32,1582,126.32,5,6.55
2014,95000,2,0,2,22.32,1582,126.32,5,6.9
2009,83000,2,0,1,23.2,1248,73.94,5,2.95
2017,101065,2,0,1,20.5,1582,126.2,5,11.45
2017,15134,1,0,1,21.4,1197,83.1,5,6.37
2011,72000,2,0,1,22.32,1582,126.3,5,5
2012,120000,2,0,2,22.3,1248,74,5,2.6
2010,45000,1,0,1,18.5,1197,80,5,1.9
2015,54996,2,1,1,17.85,2967,300,4,60.95
2017,22874,1,0,1,15.1,1196,73,5,4.44
2012,58000,2,1,2,22.69,1995,190,5,15.3
2016,86000,2,0,2,25.47,1248,88.5,7,8.2
2014,69000,1,1,1,16.9,1197,81.86,5,5.25
2016,55001,1,1,2,16.93,1197,103.2,5,8.5
2015,28000,2,1,1,15.73,1968,174.33,5,23.75
2013,53213,1,0,1,19.81,1086,68.05,5,2.74
2016,44340,2,1,1,16.96,1968,138.03,5,13.83
2017,16900,1,0,1,21.1,998,100,5,6.99
2009,57000,1,0,1,19.81,1086,68.05,5,2.25
2013,83165,2,0,1,12.8,2494,102,8,11.49
2012,24735,1,0,2,18.6,1199,79.4,5,2.87
2005,65175,2,0,1,12.8,2494,102,8,3.25
2009,60000,1,0,2,9.8,2354,180,5,3.5
2017,60357,2,0,1,25.32,1198,77,6,4.49
2011,77000,2,0,1,22.07,1199,73.9,5,2.9
2014,85301,1,0,1,12.4,1998,132,8,12.36
2011,50000,2,1,1,11.79,2179,120,8,6
2010,58000,2,1,1,16.46,2993,258,5,31
2015,39000,2,0,1,25.6,1498,98.6,5,5.49
2015,46190,2,0,1,22.07,1199,73.9,5,5.86
2015,83000,2,0,1,16,2179,140,7,9
2016,33000,1,0,1,16.09,1598,103.5,5,7.7
2017,27279,1,0,1,17.4,1497,117.3,5,9.47
2014,53900,2,1,1,14.16,1968,174.3,5,29
2012,63998,1,1,1,17,1497,118,5,5.42
2016,57932,1,0,1,20.4,1197,81.8,5,6.39
2015,25000,1,0,1,22.74,796,47.3,5,2.75
2011,169000,2,0,1,20,1399,68,5,2.5
2012,53000,1,0,1,17.92,1086,62.1,5,2.35
2015,43053,1,0,1,18.9,998,67.1,5,4.65
2014,75000,2,0,1,26,1498,98.6,5,6
2012,89000,1,0,2,16.8,1497,116.3,5,3.5
2014,75578,2,0,1,25.1,1498,98.6,5,7
2014,46676,1,0,1,17,1591,121.3,5,7.75
2014,51349,1,0,1,24.07,998,67.1,5,2.93
2014,34233,2,1,1,14.21,2143,203,5,22.5
2014,39626,2,1,1,11.2,2993,241,4,40.66
2008,82500,1,0,1,14,1061,64,5,1.75
2015,63000,2,0,2,19.72,1461,108.45,5,8.2
2011,77001,2,0,1,12.05,2179,120,8,4.49
2016,43000,2,1,1,10.91,3198,197.2,7,26.5
2011,61111,1,0,1,19,998,67.1,5,2.6
2011,43000,1,0,1,20.36,1197,78.9,5,2.49
2013,47000,1,1,1,16.5,1198,86.8,5,5.4
2017,34000,1,1,1,20.51,998,67,5,4.35
2018,22060,2,1,1,18.51,1968,147.51,5,32.73
2012,63000,2,1,1,15,2987,165,5,26
2011,80000,1,0,1,18.9,998,67.1,5,2.5
2015,13506,2,1,1,18.25,1968,187.74,5,21.66
2016,16000,1,0,1,25.17,799,53.3,5,2.99
2016,31006,1,0,1,24.7,796,47.3,5,2.61
2013,91200,2,0,1,12.99,2494,100,8,8.25
2015,43000,1,1,1,14.53,1794,138.1,5,12.5
2015,45000,2,0,1,25.83,1498,99,5,5.5
2014,28637,1,0,1,19.4,1198,86.8,5,5.53
2004,69870,1,0,2,14.2,1597,92,5,1.1
2014,84000,2,0,1,12.05,2179,120,7,6.85
2007,84143,1,0,1,13,2987,210,5,17.09
2012,77000,2,0,2,12.05,2179,120,8,4.93
2012,75000,2,1,2,12.39,2179,147.51,5,17.5
2011,76155,1,0,1,18.6,1199,79.4,5,1.95
2014,98000,2,0,1,22.9,1248,74,5,6.1
2008,48233,1,0,2,13.4,1794,125,5,1.8
2015,63000,2,1,1,13.22,2967,241.4,5,34.5
2015,34063,1,0,1,21.1,814,55.2,5,4.01
2013,32576,1,0,1,19.5,1199,88.76,5,3.15
2015,28843,1,1,1,17.01,1499,110.5,5,5.49
2016,26000,2,1,2,19.6,1461,108.45,5,10
2013,39000,1,1,1,15.6,1497,116.3,5,4.55
2010,66000,1,0,1,19.7,796,46.3,5,1.5
2011,38002,1,0,1,20.36,1197,78.9,5,2.15
2010,49000,1,0,2,18,995,62,5,1.4
2014,52000,2,0,1,21.14,1498,103.6,5,6.2
2013,56500,2,1,1,17.68,1968,174.33,5,19.8
2015,20568,1,0,1,18.7,1199,88.7,5,5.6
2015,26000,1,0,1,15.29,1591,121.3,5,9.5
2012,56000,1,0,1,18.6,1199,79.4,5,2.21
2017,27509,1,0,1,22.7,799,53.64,5,3.31
2016,36216,1,0,1,19.1,1197,81.86,5,5.44
2009,28888,1,1,1,10,2496,157.7,5,7.56
2011,120000,2,0,2,22.9,1248,74,5,3.2
2018,31396,1,0,1,23.1,998,67.04,5,5.53
2015,79000,2,1,1,19.3,1968,141,5,17
2010,62000,1,1,1,16.8,1497,118,5,3.55
2006,120000,1,1,2,9,2997,218,5,2.65
2016,53000,1,1,1,14.67,1798,177.46,5,17.85
2010,124313,2,0,1,12.99,2494,100.6,8,7.96
2015,26725,1,1,1,23.1,998,67.04,5,4.25
2014,45617,2,0,1,20.77,1248,88.76,7,5.85
2013,37000,2,1,1,20,2143,107.3,5,13
2010,109147,2,0,1,14,2498,112,8,2.65
2014,59000,2,0,1,25.8,1498,98.6,5,4.75
2015,28000,1,0,1,25.17,799,53.3,5,2.65
2017,4700,1,0,1,25.17,799,53.3,5,3
2014,72469,2,1,1,12.07,2967,241.4,7,32.52
2014,57539,2,1,1,22.32,1582,126.32,5,7.75
2016,42000,2,1,1,11.36,2755,171.5,7,19.6
2010,62489,1,0,1,17,1197,80,5,2.6
2013,51167,1,0,1,16.47,1198,73.9,5,3.76
2012,130000,2,0,1,20.54,1598,103.6,5,4.75
2007,63000,1,0,2,17.7,1497,78,5,1.75
2011,60000,1,0,1,16.2,1599,103.2,5,3.95
2005,123200,1,0,2,13.2,1495,94,5,1
2011,115692,2,1,1,20,1968,138.1,5,4.5
2011,87073,1,1,1,10.93,2497,204,5,17.23
2015,40901,1,0,1,18.6,1197,81.83,5,5.76
2013,36264,1,0,1,20.36,1197,78.9,5,4.32
2009,60000,1,0,2,19.81,1086,68.05,5,1.9
2018,20000,1,0,1,17,1198,74,5,5.5
2014,68400,1,1,1,12.98,2494,178.4,5,13.5
2013,71231,2,0,2,16,2179,140,7,9.75
2011,75000,2,1,1,17.2,1968,138.1,5,9.44
2018,1997,1,1,1,22.5,998,67,5,4.45
2016,47300,2,0,1,24.3,1248,88.5,5,8.85
2012,61449,1,0,1,15,1086,62,5,2.15
2013,47910,2,0,1,20.54,1598,103.6,5,4.89
2015,62000,2,0,1,20.14,1498,88.8,5,6.25
2012,65060,2,0,1,22.9,1248,74,5,4.8
2008,82203,1,0,1,19.81,1086,68.05,5,1.8
2013,44000,2,0,1,16,2179,140,7,7.25
2014,53817,2,0,1,25.47,1248,88.5,7,7.56
2013,61591,2,0,1,16,2179,140,7,6.82
2011,86500,2,0,2,21.12,1248,88.8,5,1.8
2009,100000,2,1,1,11,2987,198.5,5,11.5
2010,87000,1,0,1,15.6,1586,104.68,5,2.8
2016,35000,1,1,1,20.51,998,67,5,5.5
2016,6000,1,0,1,20.63,1198,67.06,5,2.7
2014,59327,2,0,1,20,1399,68,5,3.25
2014,81001,2,1,1,17.2,1968,138.1,5,10.9
2014,44612,1,0,1,18.5,1197,80,5,4.07
2016,42388,2,1,1,11.36,2755,171.5,7,18
2012,54000,1,0,1,19.4,1198,86.8,5,2.95
2011,83010,2,1,1,17.2,1968,138.1,5,7.5
2016,65405,2,1,1,13,2143,204,5,32.73
2015,36000,2,1,2,12.55,2982,168.7,7,21.5
2008,85000,1,0,1,16.51,1586,103.2,5,2.5
2016,35000,2,0,1,27.3,1498,98.6,5,5.5
2012,54000,1,1,1,14.53,1794,138.1,5,7.5
2007,70000,1,0,1,16.9,1497,100,5,1.55
2017,27001,2,1,1,20.68,1995,190,5,29
2019,41075,2,0,1,28.4,1248,74,5,8.4
2016,26000,2,0,1,25.32,1198,77,6,6.5
2010,55000,1,0,1,16,1198,90,5,2.35
2016,19000,1,0,1,20.4,1197,81.8,5,5.55
2016,15000,1,1,1,18.9,1197,82,5,5.35
2016,37000,1,0,1,17.8,1198,86.7,5,5.25
2017,38712,1,0,1,18.9,1197,81.86,5,5.87
2014,52400,2,0,1,20.54,1598,103.6,5,5.36
2016,23988,2,0,1,28.09,1248,88.5,5,7.75
2014,32283,1,1,2,14.4,1598,103.6,5,5.41
2010,52000,1,0,1,18.5,1197,80,5,3.65
2016,32000,1,1,1,16.5,1198,86.8,5,5.25
2014,39000,1,0,1,17.4,1497,117.3,5,6.25
2017,14149,1,0,1,23.9,624,37.48,4,3.47
2006,103000,1,1,1,10.13,3498,364.9,5,8.85
2004,82000,1,0,1,14,1061,64,5,0.85
2015,34000,1,1,1,13.7,1798,157.75,5,13.65
2016,45180,2,1,1,12.07,2967,241.4,7,50.22
2018,2000,1,0,1,22,1197,81.8,5,7.75
2011,82321,2,0,1,12.8,2494,102,7,10.05
2011,7000,1,1,1,12.05,1995,154,5,9.75
2015,27000,2,1,1,17.9,2143,136,5,23
2019,31271,2,0,1,13.68,2393,147.8,8,21.42
2003,55000,1,0,3,15.9,1298,250,5,0.7
2014,24000,2,0,1,25.2,1248,74,5,5.21
2009,147000,2,0,1,12.99,2494,100.6,7,7.5
2012,72351,2,0,1,23.59,1364,250,5,2.65
2010,115000,1,0,1,18.6,1199,79.4,5,1.75
2010,82000,2,0,2,13.8,1399,68,5,1
2016,20000,2,1,1,19.27,2143,170,5,33
2011,45560,1,0,1,17.6,1496,88.73,5,2.2
2017,57539,2,0,1,12.8,2494,102,7,12.83
2018,20004,2,1,1,17.54,2993,313,4,68.94
2012,54500,2,0,1,21.13,1498,108.4,5,4.1
2016,27886,1,0,1,22,814,55,5,2.85
2007,66000,1,1,1,11.1,2354,158.8,5,3.7
2013,72202,2,1,1,20,1968,138.1,5,9.06
2011,70000,1,0,2,13.4,1798,157.8,5,4.75
2015,78233,2,0,1,26,1498,98.6,5,6.6
2007,120203,2,0,2,13.93,2179,138,7,3.5
2011,20575,1,0,1,19,998,67.1,5,2
2013,39879,1,0,1,17.8,1198,86.7,5,3.89
2017,31056,1,0,1,23.01,999,67,5,3.6
2015,50940,1,1,1,19.12,1373,91.1,5,6.95
2016,99362,2,0,1,22.54,1396,88.73,5,7.03
2016,54000,2,0,1,13.68,2393,147.8,7,16.5
2016,54268,2,0,1,28.09,1248,88.5,5,7.67
2012,94521,2,1,1,14.74,2993,270.9,5,23.19
2017,38932,1,0,1,19.1,1197,82,5,6.21
2015,60395,2,1,1,16.12,2967,245,5,45.82
2016,29000,2,0,1,24.4,1120,71,5,5.95
2011,58000,2,1,1,16.55,1968,140,5,11
2016,60913,1,0,1,20.73,1373,91.1,5,7.19
2011,65000,2,0,1,12.8,2494,102,8,6.4
2015,26000,2,0,1,15.8,2148,170,5,26
2016,19947,1,0,1,20.36,1197,78.9,5,4.5
2011,70816,1,1,1,16.95,1197,78.9,5,3.1
2015,54000,2,0,1,27.39,1248,74,5,5.95
2008,138000,1,0,1,18.2,1061,64,5,1.2
2014,35000,2,1,1,16.46,2993,258,5,52
2015,50000,2,1,1,11.33,4134,335.2,7,48
2011,124652,2,1,1,11.7,2993,245,5,21.99
2013,80264,1,0,1,21.1,1197,85.8,5,4.3
2013,125600,2,0,1,21.64,1461,84.8,5,3.75
2015,49000,1,0,1,14.28,1798,138.03,5,8.95
2012,111000,2,0,1,23.59,1364,67.1,5,4.75
2016,33690,1,0,1,14.28,1798,138.03,5,14.6
2012,50000,2,1,1,17.68,1968,174.33,5,17.5
2012,38092,2,0,1,20.77,1248,88.8,7,5.2
2017,47774,1,0,1,18.9,1197,82,5,6.04
2009,167000,2,0,2,19.09,1396,69,5,2.7
2019,65000,2,1,1,26.59,1248,74,5,6.75
2011,46000,1,0,1,15.26,1598,103.5,5,2.35
2017,16500,1,0,1,23.84,1199,84,5,5
2016,39000,1,0,1,17.8,1497,117.3,5,6.95
2018,6000,1,0,1,19.5,1199,86.76,5,6.7
2015,60000,2,1,1,17.11,1968,174.33,5,25
2011,97320,1,1,1,14.4,1598,103.6,5,3.75
2011,99807,2,0,1,20.54,1598,103.6,5,3.75
2013,46000,1,0,1,17,1497,118,5,5.1
2010,12000,1,0,1,22.5,998,67.04,5,2.45
2005,13002,1,1,1,9.3,2771,193.1,5,3.25
2014,26000,2,0,1,26,1498,98.6,5,5.5
2014,68365,3,0,1,26.6,998,58.16,5,3.77
2016,27833,2,1,1,15,2987,165,5,49.24
2016,51639,1,0,1,22.74,796,47.3,5,3.04
2015,21000,1,0,1,18.6,1197,81.83,5,4.9
2013,90000,2,0,1,22.7,1498,89.84,5,6.25
2015,36255,2,1,1,19.59,1995,184,5,33
2011,58000,2,1,2,11.7,2993,245,5,27
2014,48997,1,0,2,18,1198,86.7,5,5.21
2014,31130,1,0,1,15.85,1499,110.4,5,5.75
2012,75668,2,1,1,14.74,2993,270.9,5,16.58
2015,12000,1,0,1,14.53,1798,138,5,11
2014,90000,1,0,2,20.36,1197,78.9,5,2.8
2019,17320,2,1,1,15.8,2148,170,5,37.99
2011,85000,2,0,2,20,1968,108.5,5,3.65
2007,130000,2,0,1,13.1,2499,141,7,6
2013,60328,1,0,1,15.6,1196,70,5,4.54
2015,34327,1,0,1,18,1198,86.7,5,5.4
2014,75000,2,0,1,19.1,1405,70,5,3.3
2012,86000,2,1,2,14.7,1985,163,5,18.25
2017,12000,1,0,1,22.7,799,53,5,3.1
2013,57759,1,0,1,21.1,814,55.2,5,3.84
2016,24300,1,0,1,22.74,796,47.3,5,2.44
2011,66000,1,0,2,16.47,1198,73.9,5,3.6
2015,75915,1,0,1,20.36,1197,78.9,5,3.9
2013,107000,1,0,2,16.95,1498,97.7,5,2.9
2008,86000,1,0,2,14.53,1798,138.1,5,3.5
2009,160000,2,0,2,18.1,1493,110,5,3.5
2019,3000,1,0,1,24.7,796,47.3,5,3.5
2015,72495,2,0,1,21.9,1396,88.76,5,7
2016,33000,2,1,1,19.08,1582,126.2,5,8.7
2014,60000,2,1,1,12.07,2967,241.4,7,45
2016,80103,2,0,1,25,1396,69,5,1.8
2007,42100,1,0,1,18,995,62,5,0.99
2018,4500,1,0,1,18.9,1197,81.86,5,4.8
2014,97000,2,0,1,12.55,2982,169,7,17.95
2017,51223,1,0,1,18.9,1197,81.86,5,5.66
2009,64000,1,0,1,17,1497,118,5,3.1
2016,56911,1,0,1,18.6,1197,81.86,5,6.54
2015,147848,2,0,1,12.8,2494,102,8,13.2
2018,21290,1,1,1,13,4951,395,4,56.8
2019,14076,2,1,1,11.36,2755,171.5,7,19.4
2007,75180,1,0,1,18.2,1061,64,5,1.65
2013,92000,2,0,2,22.9,1248,74,5,4.35
2015,57266,2,0,1,20.5,1248,91.72,5,6.5
2007,64000,1,0,1,18.2,998,67.1,5,1.11
2013,41000,2,0,1,19.87,1461,83.8,5,5.5
2012,45999,2,0,1,10.5,2835,107.2,6,11
2015,50000,1,1,1,23.1,998,67.04,5,3.9
